userId,name,gender,created,accountAge,lastSeen,lastSeenDaysAgo,totalPurchaseOrders,totalCompletedOrders,latestPostedOrders,latestCompletedOrders,orderExpenditure,indecisiveScoring,RecencyInTransaction,AOV,sucessRate,beautyProduct,lifestyleProduct,ladiesFashion,FoodAndDrinks,collectibles,menFashion,Sports,Baby,Games,Pets,HouseholdProducts,eElse,topCategoryValue,PreferredCategory,email
94,Geoffrey Neal,unknown,2/7/17 11:59,417,21/1/18,214,3,0,20/1/18,,0,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,gdovey1m@aboutads.info
117,Zachary Franks,unknown,22/10/15 22:20,1036,23/6/18,61,4,2,19/2/17,3/1/17,182.69,4,575,91.345,0.5,1,0,1,0,0,0,0,0,0,0,0,0,1,beautyProduct,dmidgely1n@ow.ly
198,Tina Ratliff,unknown,3/12/17 19:49,263,30/5/18,85,11,4,30/3/18,5/4/18,144.96,5,118,36.24,0.3636,1,0,0,3,0,0,0,0,0,0,0,0,3,FoodAndDrinks,scobbold1o@psu.edu
226,Zayan Bryan,unknown,6/12/17 15:12,260,1/6/18,83,11,0,13/3/18,,0,4.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,dkail1p@rediff.com
228,Karis Ray,unknown,9/12/17 15:59,257,31/7/18,23,11,3,15/3/18,20/2/18,193.77,0.5714,162,64.59,0.2727,0,0,2,0,0,0,0,0,0,0,1,0,2,ladiesFashion,raggas1q@eepurl.com
229,Anees Sheldon,unknown,20/12/17 11:57,246,14/7/18,40,11,0,5/2/18,,0,1.2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,shaslegrave1r@harvard.edu
240,Shane Barnes,unknown,22/12/17 15:22,244,22/2/18,182,11,1,28/1/18,22/2/18,107.22,4.5,160,107.22,0.0909,0,0,1,0,0,0,0,0,0,0,0,0,1,ladiesFashion,fwainscoat1s@deviantart.com
241,Trent Easton,unknown,25/12/17 10:27,241,26/7/18,28,11,1,26/7/18,25/6/18,22.01,4.5,37,22.01,0.0909,0,0,0,0,1,0,0,0,0,0,0,0,1,collectibles,mdemogeot1t@cbslocal.com
262,Bushra Dolan,unknown,13/1/18 20:18,222,6/2/18,198,11,0,14/1/18,,0,0.375,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,xrosekilly1u@symantec.com
265,Dannielle Rhodes,unknown,18/1/18 8:46,217,19/3/18,157,11,1,15/3/18,23/2/18,21.26,1.2,159,21.26,0.0909,0,0,0,1,0,0,0,0,0,0,0,0,1,FoodAndDrinks,ituttiett1v@canalblog.com
263,Jayde Montes,unknown,21/1/18 10:17,214,7/3/18,169,11,0,27/2/18,,0,4.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,branald1w@tumblr.com
267,Casper Shah,unknown,24/1/18 12:15,211,25/3/18,151,11,0,24/3/18,,0,10,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,kproudley1x@de.vu
268,Mcauley Briggs,unknown,3/4/17 18:22,507,27/7/18,27,12,2,1/7/18,25/6/18,40.44,0.3333,37,20.22,0.1667,0,0,0,2,0,0,0,0,0,0,0,0,2,FoodAndDrinks,mgorgl1y@google.com.hk
296,Nevaeh Wise,unknown,17/4/17 20:53,493,16/7/18,38,12,2,29/4/18,13/2/18,150.59,5,169,75.295,0.1667,1,0,0,0,1,0,0,0,0,0,0,0,1,beautyProduct,ebarwick1z@w3.org
314,Vanessa Cleveland,unknown,21/4/17 8:43,489,18/3/18,158,12,3,12/3/18,15/3/18,134.4,5,139,44.8,0.25,0,0,1,0,2,0,0,0,0,0,0,0,2,collectibles,cmallion20@live.com
338,Oriana Camacho,unknown,7/5/17 22:19,473,17/5/18,98,12,0,15/9/17,,0,11,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,aruncieman21@barnesandnoble.com
346,Amiyah Kelley,unknown,3/2/18 12:52,201,22/5/18,93,12,0,23/4/18,,0,1.4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,acawte22@technorati.com
356,Izaak Shepard,unknown,3/2/18 20:15,201,29/7/18,25,12,0,15/7/18,,0,0.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,dpillman23@bloglovin.com
361,Samanta Wilkinson,unknown,13/3/18 23:40,163,1/5/18,114,12,0,1/5/18,,0,1.4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,rsuermeier24@unblog.fr
363,Trystan Rudd,unknown,24/3/18 10:17,152,29/6/18,55,12,3,4/6/18,29/6/18,83.21,2,33,27.73666667,0.25,1,0,0,2,0,0,0,0,0,0,0,0,2,FoodAndDrinks,plaughnan25@tripod.com
364,Vicky Gay,unknown,25/3/18 2:09,151,5/7/18,49,12,2,3/7/18,6/6/18,80.69,0.3333,56,40.345,0.1667,0,0,1,0,0,0,1,0,0,0,0,0,1,ladiesFashion,ascotchforth26@etsy.com
366,Remy Wang,unknown,27/3/18 12:51,149,2/7/18,52,12,1,3/5/18,19/5/18,108,0.7143,74,108,0.0833,0,0,1,0,0,0,0,0,0,0,0,0,1,ladiesFashion,ggolthorpp27@ehow.com
386,Hussein Garrison,unknown,30/3/18 16:24,146,20/7/18,34,12,4,1/6/18,5/7/18,366.6,1,27,91.65,0.3333,0,0,2,1,1,0,0,0,0,0,0,0,2,ladiesFashion,ncathcart28@newsvine.com
399,Rayaan Cisneros,unknown,23/4/18 0:22,122,20/7/18,34,12,2,18/7/18,6/5/18,76.41,1,87,38.205,0.1667,0,0,0,0,1,0,0,1,0,0,0,0,1,collectibles,dgiggs29@surveymonkey.com
409,Brent Oconnell,unknown,29/5/18 12:30,86,22/7/18,32,12,1,1/7/18,22/7/18,990.8,12,10,990.8,0.0833,0,0,0,0,0,0,0,0,0,0,0,1,1,eElse,tmcalees2a@flavors.me
437,Zacharias Bolton,unknown,27/7/16 15:22,757,16/7/18,38,13,7,15/6/18,7/4/18,439.26,0.625,116,62.75142857,0.5385,0,0,3,3,0,0,0,0,0,0,0,1,3,ladiesFashion,asephton2b@istockphoto.com
463,Freya Vargas,unknown,8/8/16 20:49,745,18/6/18,66,13,7,18/5/18,27/5/18,307.6,3.3333,66,43.94285714,0.5385,2,0,0,2,1,1,0,0,0,0,1,0,2,beautyProduct,kstendell2c@tiny.cc
480,Brianna Haney,unknown,10/8/16 18:47,743,11/5/18,104,13,0,9/5/18,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ejansik2d@shinystat.com
487,Stacy Deleon,unknown,16/8/16 13:19,737,11/5/18,104,13,1,11/5/18,19/8/16,23.4,12,712,23.4,0.0769,0,0,0,1,0,0,0,0,0,0,0,0,1,FoodAndDrinks,msollett2e@joomla.org
497,Hasan Jenkins,unknown,20/8/16 22:04,733,19/5/18,96,13,1,17/9/17,24/8/16,141.1,1.6,707,141.1,0.0769,0,0,0,0,0,1,0,0,0,0,0,0,1,menFashion,scregeen2f@123-reg.co.uk
504,Hibah Hendricks,unknown,21/8/16 12:38,732,4/7/18,50,13,2,24/5/18,9/5/18,428.79,0.3,84,214.395,0.1538,1,0,0,0,0,1,0,0,0,0,0,0,1,beautyProduct,jharsant2g@tripadvisor.com
531,Amelie Hope,unknown,2/7/16 1:28,782,22/7/18,32,13,5,1/5/18,6/11/17,293.55,0.5556,242,53.18166667,0.4286,1,0,1,0,1,1,1,0,0,0,0,1,1,beautyProduct,bhadenton2h@techcrunch.com
537,Eduard Brooks,unknown,15/7/16 2:30,769,29/6/18,55,14,3,27/4/18,27/12/17,105.23,0.4,217,35.07666667,0.2143,1,0,0,0,1,0,0,0,0,0,0,1,1,beautyProduct,sdreus2i@indiatimes.com
543,Neal Branch,unknown,17/7/16 10:28,767,12/6/18,72,14,4,7/10/17,2/11/17,305.46,0.4,272,76.365,0.2857,1,0,0,0,2,1,0,0,0,0,0,0,2,collectibles,lpikett2j@mapquest.com
564,Aniya Kent,unknown,29/7/16 22:35,755,16/11/17,280,14,4,16/11/17,15/1/17,118.21,1.2857,563,29.5525,0.2857,2,0,0,1,1,0,0,0,0,0,0,0,2,beautyProduct,dstonman2k@google.nl
645,Lydia Collier,unknown,4/8/16 19:42,749,12/7/18,42,14,4,26/2/18,21/3/18,239.85,1.5,133,59.9625,0.2857,2,0,0,1,0,0,0,0,0,0,0,1,2,beautyProduct,jmorey2l@scientificamerican.com
663,Chester Lutz,unknown,18/8/16 4:56,735,15/7/18,39,14,2,5/8/17,26/9/16,139.89,0.6667,674,69.945,0.1429,0,0,0,2,0,0,0,0,0,0,0,0,2,FoodAndDrinks,belton2m@usa.gov
664,Roger Melton,unknown,20/8/16 13:41,733,1/3/18,175,14,0,28/2/18,,0,2.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,usandels2n@japanpost.jp
704,Nylah Ferry,unknown,25/9/16 22:48,697,17/7/18,37,14,3,16/7/18,5/10/17,101.77,1.2857,300,33.92333333,0.2143,2,0,1,0,0,0,0,0,0,0,0,0,2,beautyProduct,bgrzesiak2o@phoca.cz
729,Freddy Vega,unknown,29/9/16 20:31,693,1/8/18,22,14,0,24/7/17,,0,0.75,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,dmullord2p@alibaba.com
730,Benas Nava,unknown,3/10/16 21:02,689,1/3/18,175,14,2,12/2/18,8/8/17,64.84,1,358,32.42,0.1429,2,0,0,0,0,0,0,0,0,0,0,0,2,beautyProduct,lnoton2q@springer.com
741,Tayyibah Cole,unknown,9/10/16 10:21,683,14/9/17,343,14,3,21/11/16,27/11/16,498.2,3.6667,612,166.0666667,0.2143,0,0,3,0,0,0,0,0,0,0,0,0,3,ladiesFashion,nredmore2r@ezinearticles.com
743,Astrid Harrell,unknown,15/10/16 1:01,677,14/4/18,131,14,1,2/12/17,9/6/17,28.75,1,418,28.75,0.0714,0,0,0,1,0,0,0,0,0,0,0,0,1,FoodAndDrinks,anormanville2s@google.fr
744,Bea Robinson,unknown,19/10/16 14:13,673,19/6/18,65,14,2,1/7/17,23/6/17,572.4,2.5,404,286.2,0.1429,0,0,0,0,0,0,2,0,0,0,0,0,2,Sports,fprobate2t@topsy.com
756,Bryn Mccaffrey,unknown,20/10/16 20:01,672,13/12/17,253,14,4,10/1/17,23/1/17,95.43,0.6667,555,23.8575,0.2857,0,0,0,1,2,0,0,0,0,0,1,0,2,collectibles,ibatalle2u@g.co
773,Mylie Irving,unknown,22/10/16 15:06,670,3/3/18,173,14,2,11/11/17,5/10/17,189.87,2.5,300,94.935,0.1429,1,0,1,0,0,0,0,0,0,0,0,0,1,beautyProduct,gdrinkhill2v@statcounter.com
796,Cydney Rubio,unknown,4/11/16 13:34,657,18/7/18,36,14,0,24/12/16,,0,2.75,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ojeroch2w@rediff.com
822,Shah Morin,unknown,4/11/16 22:23,657,4/6/18,80,14,4,19/4/18,2/5/18,153.6,7,91,38.4,0.2857,0,0,0,0,0,0,0,3,0,0,0,1,3,Baby,rhalt2x@netscape.com
843,Beck Vance,unknown,8/11/16 15:44,653,2/3/18,174,14,0,1/8/17,,0,0.75,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ssweatman2y@chronoengine.com
850,Jean-Luc Estes,unknown,14/11/16 13:38,647,26/1/18,209,14,1,31/5/17,10/6/17,109,2.75,417,109,0.0714,0,0,0,0,1,0,0,0,0,0,0,0,1,collectibles,byousef2z@cdc.gov
853,Vinay Stephens,unknown,20/11/16 19:26,641,11/10/17,316,14,5,5/7/17,11/7/17,218.15,2.4,386,43.63,0.3571,0,0,1,0,3,0,0,0,1,0,0,0,3,collectibles,aallard30@google.ca
877,Norman Millar,unknown,27/11/16 22:27,634,16/8/17,372,14,0,30/12/16,,0,0.1667,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,mfoan31@google.com
890,Maddison Bright,unknown,24/9/17 0:50,333,8/4/18,137,14,2,30/3/18,20/1/18,84.25,0.2727,193,42.125,0.1429,1,0,0,0,0,0,0,0,0,0,0,1,1,beautyProduct,imajury32@spiegel.de
893,Tymon Knowles,unknown,15/10/17 23:56,312,26/4/18,119,14,6,5/1/18,5/1/18,262.16,1.1429,208,43.69333333,0.4286,1,0,4,1,0,0,0,0,0,0,0,0,4,ladiesFashion,frawcliffe33@mashable.com
908,Junaid Cordova,unknown,27/10/17 19:00,300,27/5/18,88,14,0,6/4/18,,0,0.1667,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ethiolier34@sbwire.com
916,Simone Calvert,unknown,14/11/17 19:02,282,20/5/18,95,14,6,2/5/18,13/5/18,234.56,0.1667,80,39.09333333,0.4286,0,0,0,6,0,0,0,0,0,0,0,0,6,FoodAndDrinks,vbalm35@edublogs.org
923,Darci Sinclair,unknown,25/11/17 14:26,271,20/12/17,246,14,0,3/12/17,,0,13,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,bgrut36@spotify.com
924,Arnie Morton,unknown,5/12/17 12:15,261,18/5/18,97,13,5,4/4/18,17/4/18,338.85,1,106,62.575,0.4286,5,0,1,0,0,0,0,0,0,0,0,0,5,beautyProduct,pgage37@mozilla.org
927,Keyaan Ramsay,unknown,17/12/17 14:37,249,31/7/18,23,14,1,31/7/18,6/1/18,87.6,1.3333,207,87.6,0.0714,0,0,0,0,0,1,0,0,0,0,0,0,1,menFashion,jfollin38@flickr.com
929,Suzanne Curtis,unknown,18/12/17 21:59,248,18/3/18,158,14,3,26/2/18,13/2/18,292.76,1.3333,169,97.58666667,0.2143,0,0,1,0,1,0,0,0,0,0,0,1,1,ladiesFashion,edelagnes39@toplist.cz
936,Nora Albert,unknown,25/12/17 23:34,241,31/5/18,84,14,1,11/2/18,23/2/18,526.3,0.75,159,526.3,0.0714,0,0,0,0,0,1,0,0,0,0,0,0,1,menFashion,qpiscopo3a@uol.com.br
951,Allegra Coulson,unknown,14/7/15 8:33,1136,22/6/18,62,15,1,26/11/17,7/12/17,18.05,15,237,18.05,0.0667,0,0,0,1,0,0,0,0,0,0,0,0,1,FoodAndDrinks,lsmitton3b@intel.com
959,Khadeeja Wilde,unknown,22/7/15 11:50,1128,10/4/18,135,15,8,8/3/18,5/4/18,225.72,0.875,118,28.215,0.5333,0,0,0,4,2,0,0,0,0,0,0,2,4,FoodAndDrinks,klashmar3c@miibeian.gov.cn
991,Chantel Parry,unknown,27/7/15 21:04,1123,24/7/18,30,15,8,5/6/17,6/4/17,861.3,2,482,107.6625,0.5333,0,0,3,0,3,0,0,0,0,0,2,0,3,ladiesFashion,sgraver3d@ovh.net
